,AlexNetenergy_reduction,ZFNetenergy_reduction,VGG8energy_reduction,VGG16energy_reduction,NewResNetenergy_reduction
0,1.0,1.0,1.0,1.0,1.0
1,0.8670175072143295,0.9918145935439431,0.4222782437354102,0.4338983042775445,0.7479552301478588
2,0.799410841302671,0.8940524393362296,0.22802707775315273,0.2790012501436256,0.543279977120846
3,0.799410841302671,0.8940524393362296,0.22802707775315273,0.2790012501436256,0.543279977120846
